iso,variable,elec,thres.energy,thres.energy.op,thres.energy.conrep,unit.energy
ABW,Appliance|clean_cooking_fuel,elec,0.3502736318407961,0,0.3502736318407961,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,non.elec,276.59997512437815,276.36815920398016,0.23181592039800997,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,total,276.95024875621897,276.36815920398016,0.582089552238806,MJ/cap/year
ABW,Appliance|television,elec,94.4402985074627,89.55223880597016,4.88805970149254,MJ/cap/year
ABW,Appliance|television,non.elec,7.388059701492539,0,7.388059701492539,MJ/cap/year
ABW,Appliance|television,total,101.82835820895524,89.55223880597016,12.276119402985076,MJ/cap/year
ABW,Appliance|mobile_telephone,elec,4.534810748688171,3.4452736318407964,1.0895371168473746,MJ/cap/year
ABW,Appliance|mobile_telephone,non.elec,1.6467812911128252,0,1.6467812911128252,MJ/cap/year
ABW,Appliance|mobile_telephone,total,6.181592039800996,3.4452736318407964,2.736318407960199,MJ/cap/year
ABW,Appliance|refrigerator,elec,85.11608623548923,71.64179104477613,13.4742951907131,MJ/cap/year
ABW,Appliance|refrigerator,non.elec,17.918739635157547,0,17.918739635157547,MJ/cap/year
ABW,Appliance|refrigerator,total,103.03482587064678,71.64179104477613,31.39303482587065,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,elec,0.3502736318407961,0,0.3502736318407961,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,non.elec,276.59997512437815,276.36815920398016,0.23181592039800997,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,total,276.95024875621897,276.36815920398016,0.582089552238806,MJ/cap/year
AFG,Appliance|television,elec,94.4402985074627,89.55223880597016,4.88805970149254,MJ/cap/year
AFG,Appliance|television,non.elec,7.388059701492539,0,7.388059701492539,MJ/cap/year
AFG,Appliance|television,total,101.82835820895524,89.55223880597016,12.276119402985076,MJ/cap/year
AFG,Appliance|mobile_telephone,elec,4.534810748688171,3.4452736318407964,1.0895371168473746,MJ/cap/year
AFG,Appliance|mobile_telephone,non.elec,1.6467812911128252,0,1.6467812911128252,MJ/cap/year
AFG,Appliance|mobile_telephone,total,6.181592039800996,3.4452736318407964,2.736318407960199,MJ/cap/year
AFG,Appliance|refrigerator,elec,85.11608623548923,71.64179104477613,13.4742951907131,MJ/cap/year
AFG,Appliance|refrigerator,non.elec,17.918739635157547,0,17.918739635157547,MJ/cap/year
AFG,Appliance|refrigerator,total,103.03482587064678,71.64179104477613,31.39303482587065,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,elec,0.3502736318407961,0,0.3502736318407961,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,non.elec,276.59997512437815,276.36815920398016,0.23181592039800997,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,total,276.95024875621897,276.36815920398016,0.582089552238806,MJ/cap/year
AGO,Appliance|television,elec,94.4402985074627,89.55223880597016,4.88805970149254,MJ/cap/year
AGO,Appliance|television,non.elec,7.388059701492539,0,7.388059701492539,MJ/cap/year
AGO,Appliance|television,total,101.82835820895524,89.55223880597016,12.276119402985076,MJ/cap/year
AGO,Appliance|mobile_telephone,elec,4.534810748688171,3.4452736318407964,1.0895371168473746,MJ/cap/year
AGO,Appliance|mobile_telephone,non.elec,1.6467812911128252,0,1.6467812911128252,MJ/cap/year
AGO,Appliance|mobile_telephone,total,6.181592039800996,3.4452736318407964,2.736318407960199,MJ/cap/year
AGO,Appliance|refrigerator,elec,85.11608623548923,71.64179104477613,13.4742951907131,MJ/cap/year
AGO,Appliance|refrigerator,non.elec,17.918739635157547,0,17.918739635157547,MJ/cap/year
AGO,Appliance|refrigerator,total,103.03482587064678,71.64179104477613,31.39303482587065,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,elec,0.3502736318407961,0,0.3502736318407961,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,non.elec,276.59997512437815,276.36815920398016,0.23181592039800997,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,total,276.95024875621897,276.36815920398016,0.582089552238806,MJ/cap/year
ALB,Appliance|television,elec,94.4402985074627,89.55223880597016,4.88805970149254,MJ/cap/year
ALB,Appliance|television,non.elec,7.388059701492539,0,7.388059701492539,MJ/cap/year
ALB,Appliance|television,total,101.82835820895524,89.55223880597016,12.276119402985076,MJ/cap/year
ALB,Appliance|mobile_telephone,elec,4.534810748688171,3.4452736318407964,1.0895371168473746,MJ/cap/year
ALB,Appliance|mobile_telephone,non.elec,1.6467812911128252,0,1.6467812911128252,MJ/cap/year
ALB,Appliance|mobile_telephone,total,6.181592039800996,3.4452736318407964,2.736318407960199,MJ/cap/year
ALB,Appliance|refrigerator,elec,85.11608623548923,71.64179104477613,13.4742951907131,MJ/cap/year
ALB,Appliance|refrigerator,non.elec,17.918739635157547,0,17.918739635157547,MJ/cap/year
ALB,Appliance|refrigerator,total,103.03482587064678,71.64179104477613,31.39303482587065,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,elec,0.3502736318407961,0,0.3502736318407961,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,non.elec,276.59997512437815,276.36815920398016,0.23181592039800997,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,total,276.95024875621897,276.36815920398016,0.582089552238806,MJ/cap/year
ARE,Appliance|television,elec,94.4402985074627,89.55223880597016,4.88805970149254,MJ/cap/year
ARE,Appliance|television,non.elec,7.388059701492539,0,7.388059701492539,MJ/cap/year
ARE,Appliance|television,total,101.82835820895524,89.55223880597016,12.276119402985076,MJ/cap/year
