iso,variable,elec,thres.energy,thres.energy.op,thres.energy.conrep,unit.energy
ABW,Appliance|clean_cooking_fuel,elec,0.6301986013986014,0,0.6301986013986014,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,non.elec,497.6478433566433,497.23076923076917,0.4170741258741258,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,total,498.2780419580419,497.23076923076917,1.0472727272727271,MJ/cap/year
ABW,Appliance|television,elec,169.91328671328668,161.1188811188811,8.794405594405596,MJ/cap/year
ABW,Appliance|television,non.elec,13.292307692307691,0,13.292307692307691,MJ/cap/year
ABW,Appliance|television,total,183.20559440559438,161.1188811188811,22.086713286713284,MJ/cap/year
ABW,Appliance|mobile_telephone,elec,8.1588539120454,6.198601398601397,1.9602525134440032,MJ/cap/year
ABW,Appliance|mobile_telephone,non.elec,2.96282440963292,0,2.96282440963292,MJ/cap/year
ABW,Appliance|mobile_telephone,total,11.12167832167832,6.198601398601397,4.9230769230769225,MJ/cap/year
ABW,Appliance|refrigerator,elec,153.1375291375291,128.89510489510488,24.242424242424235,MJ/cap/year
ABW,Appliance|refrigerator,non.elec,32.23869463869463,0,32.23869463869463,MJ/cap/year
ABW,Appliance|refrigerator,total,185.37622377622375,128.89510489510488,56.481118881118874,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,elec,0.6301986013986014,0,0.6301986013986014,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,non.elec,497.6478433566433,497.23076923076917,0.4170741258741258,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,total,498.2780419580419,497.23076923076917,1.0472727272727271,MJ/cap/year
AFG,Appliance|television,elec,169.91328671328668,161.1188811188811,8.794405594405596,MJ/cap/year
AFG,Appliance|television,non.elec,13.292307692307691,0,13.292307692307691,MJ/cap/year
AFG,Appliance|television,total,183.20559440559438,161.1188811188811,22.086713286713284,MJ/cap/year
AFG,Appliance|mobile_telephone,elec,8.1588539120454,6.198601398601397,1.9602525134440032,MJ/cap/year
AFG,Appliance|mobile_telephone,non.elec,2.96282440963292,0,2.96282440963292,MJ/cap/year
AFG,Appliance|mobile_telephone,total,11.12167832167832,6.198601398601397,4.9230769230769225,MJ/cap/year
AFG,Appliance|refrigerator,elec,153.1375291375291,128.89510489510488,24.242424242424235,MJ/cap/year
AFG,Appliance|refrigerator,non.elec,32.23869463869463,0,32.23869463869463,MJ/cap/year
AFG,Appliance|refrigerator,total,185.37622377622375,128.89510489510488,56.481118881118874,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,elec,0.6301986013986014,0,0.6301986013986014,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,non.elec,497.6478433566433,497.23076923076917,0.4170741258741258,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,total,498.2780419580419,497.23076923076917,1.0472727272727271,MJ/cap/year
AGO,Appliance|television,elec,169.91328671328668,161.1188811188811,8.794405594405596,MJ/cap/year
AGO,Appliance|television,non.elec,13.292307692307691,0,13.292307692307691,MJ/cap/year
AGO,Appliance|television,total,183.20559440559438,161.1188811188811,22.086713286713284,MJ/cap/year
AGO,Appliance|mobile_telephone,elec,8.1588539120454,6.198601398601397,1.9602525134440032,MJ/cap/year
AGO,Appliance|mobile_telephone,non.elec,2.96282440963292,0,2.96282440963292,MJ/cap/year
AGO,Appliance|mobile_telephone,total,11.12167832167832,6.198601398601397,4.9230769230769225,MJ/cap/year
AGO,Appliance|refrigerator,elec,153.1375291375291,128.89510489510488,24.242424242424235,MJ/cap/year
AGO,Appliance|refrigerator,non.elec,32.23869463869463,0,32.23869463869463,MJ/cap/year
AGO,Appliance|refrigerator,total,185.37622377622375,128.89510489510488,56.481118881118874,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,elec,0.6301986013986014,0,0.6301986013986014,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,non.elec,497.6478433566433,497.23076923076917,0.4170741258741258,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,total,498.2780419580419,497.23076923076917,1.0472727272727271,MJ/cap/year
ALB,Appliance|television,elec,169.91328671328668,161.1188811188811,8.794405594405596,MJ/cap/year
ALB,Appliance|television,non.elec,13.292307692307691,0,13.292307692307691,MJ/cap/year
ALB,Appliance|television,total,183.20559440559438,161.1188811188811,22.086713286713284,MJ/cap/year
ALB,Appliance|mobile_telephone,elec,8.1588539120454,6.198601398601397,1.9602525134440032,MJ/cap/year
ALB,Appliance|mobile_telephone,non.elec,2.96282440963292,0,2.96282440963292,MJ/cap/year
ALB,Appliance|mobile_telephone,total,11.12167832167832,6.198601398601397,4.9230769230769225,MJ/cap/year
ALB,Appliance|refrigerator,elec,153.1375291375291,128.89510489510488,24.242424242424235,MJ/cap/year
ALB,Appliance|refrigerator,non.elec,32.23869463869463,0,32.23869463869463,MJ/cap/year
ALB,Appliance|refrigerator,total,185.37622377622375,128.89510489510488,56.481118881118874,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,elec,0.6301986013986014,0,0.6301986013986014,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,non.elec,497.6478433566433,497.23076923076917,0.4170741258741258,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,total,498.2780419580419,497.23076923076917,1.0472727272727271,MJ/cap/year
ARE,Appliance|television,elec,169.91328671328668,161.1188811188811,8.794405594405596,MJ/cap/year
ARE,Appliance|television,non.elec,13.292307692307691,0,13.292307692307691,MJ/cap/year
ARE,Appliance|television,total,183.20559440559438,161.1188811188811,22.086713286713284,MJ/cap/year
