iso,variable,elec,thres.energy,thres.energy.op,thres.energy.conrep,unit.energy
ABW,Appliance|clean_cooking_fuel,elec,1.36048309178744,0,1.36048309178744,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,non.elec,1074.3303381642515,1073.4299516908216,0.9003864734299518,MJ/cap/year
ABW,Appliance|clean_cooking_fuel,total,1075.690821256039,1073.4299516908216,2.2608695652173916,MJ/cap/year
ABW,Appliance|television,elec,366.8115942028986,347.8260869565218,18.98550724637682,MJ/cap/year
ABW,Appliance|television,non.elec,28.69565217391305,0,28.69565217391305,MJ/cap/year
ABW,Appliance|television,total,395.5072463768117,347.8260869565218,47.681159420289866,MJ/cap/year
ABW,Appliance|mobile_telephone,elec,17.613467835484492,13.381642512077297,4.231825323407194,MJ/cap/year
ABW,Appliance|mobile_telephone,non.elec,6.396194000264307,0,6.396194000264307,MJ/cap/year
ABW,Appliance|mobile_telephone,total,24.009661835748798,13.381642512077297,10.6280193236715,MJ/cap/year
ABW,Appliance|refrigerator,elec,330.5958132045089,278.26086956521743,52.33494363929147,MJ/cap/year
ABW,Appliance|refrigerator,non.elec,69.597423510467,0,69.597423510467,MJ/cap/year
ABW,Appliance|refrigerator,total,400.1932367149759,278.26086956521743,121.93236714975848,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,elec,1.36048309178744,0,1.36048309178744,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,non.elec,1074.3303381642515,1073.4299516908216,0.9003864734299518,MJ/cap/year
AFG,Appliance|clean_cooking_fuel,total,1075.690821256039,1073.4299516908216,2.2608695652173916,MJ/cap/year
AFG,Appliance|television,elec,366.8115942028986,347.8260869565218,18.98550724637682,MJ/cap/year
AFG,Appliance|television,non.elec,28.69565217391305,0,28.69565217391305,MJ/cap/year
AFG,Appliance|television,total,395.5072463768117,347.8260869565218,47.681159420289866,MJ/cap/year
AFG,Appliance|mobile_telephone,elec,17.613467835484492,13.381642512077297,4.231825323407194,MJ/cap/year
AFG,Appliance|mobile_telephone,non.elec,6.396194000264307,0,6.396194000264307,MJ/cap/year
AFG,Appliance|mobile_telephone,total,24.009661835748798,13.381642512077297,10.6280193236715,MJ/cap/year
AFG,Appliance|refrigerator,elec,330.5958132045089,278.26086956521743,52.33494363929147,MJ/cap/year
AFG,Appliance|refrigerator,non.elec,69.597423510467,0,69.597423510467,MJ/cap/year
AFG,Appliance|refrigerator,total,400.1932367149759,278.26086956521743,121.93236714975848,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,elec,1.36048309178744,0,1.36048309178744,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,non.elec,1074.3303381642515,1073.4299516908216,0.9003864734299518,MJ/cap/year
AGO,Appliance|clean_cooking_fuel,total,1075.690821256039,1073.4299516908216,2.2608695652173916,MJ/cap/year
AGO,Appliance|television,elec,366.8115942028986,347.8260869565218,18.98550724637682,MJ/cap/year
AGO,Appliance|television,non.elec,28.69565217391305,0,28.69565217391305,MJ/cap/year
AGO,Appliance|television,total,395.5072463768117,347.8260869565218,47.681159420289866,MJ/cap/year
AGO,Appliance|mobile_telephone,elec,17.613467835484492,13.381642512077297,4.231825323407194,MJ/cap/year
AGO,Appliance|mobile_telephone,non.elec,6.396194000264307,0,6.396194000264307,MJ/cap/year
AGO,Appliance|mobile_telephone,total,24.009661835748798,13.381642512077297,10.6280193236715,MJ/cap/year
AGO,Appliance|refrigerator,elec,330.5958132045089,278.26086956521743,52.33494363929147,MJ/cap/year
AGO,Appliance|refrigerator,non.elec,69.597423510467,0,69.597423510467,MJ/cap/year
AGO,Appliance|refrigerator,total,400.1932367149759,278.26086956521743,121.93236714975848,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,elec,1.36048309178744,0,1.36048309178744,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,non.elec,1074.3303381642515,1073.4299516908216,0.9003864734299518,MJ/cap/year
ALB,Appliance|clean_cooking_fuel,total,1075.690821256039,1073.4299516908216,2.2608695652173916,MJ/cap/year
ALB,Appliance|television,elec,366.8115942028986,347.8260869565218,18.98550724637682,MJ/cap/year
ALB,Appliance|television,non.elec,28.69565217391305,0,28.69565217391305,MJ/cap/year
ALB,Appliance|television,total,395.5072463768117,347.8260869565218,47.681159420289866,MJ/cap/year
ALB,Appliance|mobile_telephone,elec,17.613467835484492,13.381642512077297,4.231825323407194,MJ/cap/year
ALB,Appliance|mobile_telephone,non.elec,6.396194000264307,0,6.396194000264307,MJ/cap/year
ALB,Appliance|mobile_telephone,total,24.009661835748798,13.381642512077297,10.6280193236715,MJ/cap/year
ALB,Appliance|refrigerator,elec,330.5958132045089,278.26086956521743,52.33494363929147,MJ/cap/year
ALB,Appliance|refrigerator,non.elec,69.597423510467,0,69.597423510467,MJ/cap/year
ALB,Appliance|refrigerator,total,400.1932367149759,278.26086956521743,121.93236714975848,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,elec,1.36048309178744,0,1.36048309178744,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,non.elec,1074.3303381642515,1073.4299516908216,0.9003864734299518,MJ/cap/year
ARE,Appliance|clean_cooking_fuel,total,1075.690821256039,1073.4299516908216,2.2608695652173916,MJ/cap/year
ARE,Appliance|television,elec,366.8115942028986,347.8260869565218,18.98550724637682,MJ/cap/year
ARE,Appliance|television,non.elec,28.69565217391305,0,28.69565217391305,MJ/cap/year
ARE,Appliance|television,total,395.5072463768117,347.8260869565218,47.681159420289866,MJ/cap/year
